Taxon_id,Official_name_NCBI
479435,Kribbellaflavida
479437,Eggerthellalenta
479893,CandidatusPhytoplasma
480071,Virgibacillussiamensis
480418,Mycobacteriumlepromatosis
480813,Tatumellasaanichensis
481146,Acetobacterascendens
481183,Tamlanaagarivorans
481446,Phaeobacteritalicus
481448,Methylacidiphiluminfernorum
481719,Lactobacillussunkii
481743,Y412MC10Paenibacillus
481877,Enterocytozoonbieneusi
482234,Streptococcuscanis
482461,Sediminibacillushalophilus
482827,Thermusarciformis
483216,Bacteroideseggerthii
483218,[Bacteroides]pectinophilus
483219,HW1Myxococcus
483545,Thermobifidahalotolerans
483547,Geoalkalibactersubterraneus
483908,P22Paenibacillus
483913,inaquosorumBacillus
483937,Paenibacillusriograndensis
484019,Thermosiphoafricanus
484429,YBL2Sphingobium
484498,Oleibactermarinus
484770,UFO1Pelosinus
485447,Thalassomonasactiniarum
485602,Actinophytocolaxinjiangensis
485913,Ktedonobacterracemifer
485914,Halomicrobiummukohataei
485915,Desulfohalobiumretbaense
485916,Desulfofarcimenacetoxidans
485917,Pedobacterheparinus
485918,Chitinophagapinensis
486041,Laccariabicolor
486698,Mycobacteriumriyadhense
487184,Pseudomonasxinjiangensis
487316,Acinetobactersoli
487514,Mycobacteriumkyorinense
487685,Methanolobusprofundi
487796,MS0242AFlavobacteria
487797,MS0243CFlavobacteria
487909,Xanthomonastranslucens
488124,Methanofollisethanolicus
488533,Marinobactermobilis
488535,Marinobacterzhejiangensis
488538,CandidatusPuniceispirillum
489703,Solimonasaquatica
489910,Nosocomiicoccusampullae
490188,Hydrocarboniphagadaqingensis
490189,Flavobacteriumcaeni
490622,Trichodermaarundinaceum
490629,Amycolatopsismarina
490829,Lutimaribactersaemankumensis
490899,Desulfurococcusamylolyticus
491205,Chryseobacteriumhispalense
491915,Anoxybacillusflavithermus
491952,Marinomonasposidonica
492660,Methylophilusrhizosphaerae
492774,Rhizobiumalamii
493475,Paraglaciecolaarctica
494016,Microbulbiferdonghaiensis
494023,Paeniglutamicibacterantarcticus
494026,Paenibacillusglacialis
494416,TB15Psychrobacter
494419,TB23
497650,enrichmentSulfurovum
497964,Chthoniobacterflavus
497965,Gloeotheceverrucosa
498019,[Candida]auris
498211,Cellvibriojaponicus
498257,Verticilliumdahliae
498292,Flavobacteriumswingsii
498367,Streptomycesspecialis
498742,Borreliellaspielmanii
498761,Heliobacteriummodesticaldum
498848,Thermusaquaticus
499555,Dietziatimorensis
499656,AP23Erythrobacter
500153,Streptomycesavicenniae
500485,Penicilliumrubens
500610,Dyellamarensis
500633,[Clostridium]hiranonis
500635,Mitsuokellamultacida
500637,Providenciarustigianii
500639,Enterobactercancerogenus
501010,Nocardiopsissinuspersici
501024,Rhizobiumtibeticum
501571,Butyricicoccuspullicaecorum
501834,MCCC1A01148Thalassospira
502025,Haliangiumochraceum
502049,Thalassospiraprofundimaris
502393,Gemellaasaccharolytica
502558,YY7918Eggerthella
502682,Erythrobactergangjinensis
502779,Paracoccidioideslutzii
502780,Paracoccidioidesbrasiliensis
503106,Marssoninacoronariae
504472,Spirosomalinguale
504474,Corynebacteriumurealyticum
504486,Cellulophagatyrosinoxydans
504487,Jejuiapallidilutea
504728,Meiothermusruber
504797,Actinopolymorphacephalotaxi
504798,Alloactinosynnemaalbum
504800,Geodermatophilusruber
504805,Sinosporangiumalbum
504832,Oligotrophacarboxidovorans
505249,Arcobactermarinus
505252,Marivitacryptomonadis
505317,Chelonobacteroris
505341,Gallibacteriumsalpingitidis
505345,3Gallibacterium
506480,Exiguobacteriumalkaliphilum
506534,A13LRheinheimera
506668,BIWAKO01Bosea
507626,Halomonaschromatireducens
509190,Caulobactersegnis
509191,Hungateiclostridiumcellulolyticum
509635,V48Pedobacter
510516,Aspergillusoryzae
510952,Neurosporatetrasperma
510955,Chryseobacteriumsolincola
511051,Caldisericumexile
511062,GK1Oceanimonas
511145,K12Escherichia
511995,CandidatusAzobacteroides
512030,SLBN35Nocardioides
512314,sp.uncultured
512399,Paenibacilluspectinilyticus
512402,Mycolicibacterheraklionensis
512564,Mycoplasmacrocodyli
512565,Actinoplanesmissouriensis
512763,Rufibactertibetensis
515618,CandidatusRiesia
515619,[Eubacterium]rectale
515620,[Eubacterium]eligens
515622,Butyrivibrioproteoclasticus
515635,Dictyoglomusturgidum
515849,Podosporaanserina
515897,Pontibacamethylaminivorans
516051,Muricaudalutaonensis
517417,Chlorobaculumparvum
517418,Chloroherpetonthalassium
517719,Pseudooceanicolanitratireducens
517722,JLT1363Citromicrobium
518637,Holdemanellabiformis
518766,Rhodothermusmarinus
519424,Bacillustrypoxylicola
519441,Streptobacillusmoniliformis
519442,Halorhabdusutahensis
519452,Idiomarinadonghaiensis
519453,Idiomarinamaritima
519472,Vagococcusteuberi
519989,PHS1Ectothiorhodospira
520762,Thermotaleametallivorans
520764,Fervidicolaferrireducens
520767,Thermovenabulumgondwanense
520822,Attacolombica
521003,Collinsellaintestinalis
521010,Borreliellabissettii
521011,Methanosphaerulapalustris
521013,Limimaricolapyoseonensis
521045,Kosmotogaolearia
521095,Atopobiumparvulum
521096,Tsukamurellapaurometabola
521097,Capnocytophagaochracea
521098,DSM446
521392,Helcobacillusmassiliensis
521393,Actinomycestimonensis
521460,Caldicellulosiruptorbescii
521674,Planctopiruslimnophila
521719,Pseudomonascaeni
522306,CandidatusAccumulibacter
522492,Pseudomonasmassiliensis
522772,Denitrovibrioacetiphilus
523791,Kangiellakoreensis
523794,Leptotrichiabuccalis
523831,houtenaeSalmonella
523841,Haloferaxmediterranei
523843,Methanohalophilusportucalensis
523844,Methanosarcinathermophila
523845,Methanothermococcusthermolithotrophicus
523846,Methanothermusfervidus
523847,Sulfolobusmetallicus
523849,Thermococcuslitoralis
523850,Thermococcusonnurineus
525146,ATCC27774
525245,Gleimiacoleocanis
525254,Anaerococcuslactolyticus
525257,Chryseobacteriumgleum
525263,Corynebacteriumlipophiloflavum
525282,ATCC53516
525309,Lactobacillusantri
525318,ATCC11577
525365,Lactobacillusultunensis
525367,Listeriagrayi
525373,Sphingobacteriumspiritivorum
525640,Paracoccuschinensis
525897,Desulfomicrobiumbaculatum
525898,Sulfurospirillumdeleyianum
525903,Thermanaerovibrioacidaminovorans
525904,Thermobaculumterrenum
525909,Acidimicrobiumferrooxidans
525918,Thiothrixcaldifontis
525919,DSM20548
526218,Sebaldellatermitidis
526221,Verticilliumalfalfae
526222,Desulfovibriosalexigens
526224,Brachyspiramurdochii
526225,Geodermatophilusobscurus
526226,Gordoniabronchialis
526227,Meiothermussilvanus
526588,Vibrioostreicida
526729,Krasilnikoviellaflava
526986,Rock344Bacillus
528191,Paenibacillusxylanexedens
528244,Azospirillumthiophilum
528314,Methanoculleushoronobensis
529086,Chitinilyticumlitopenaei
529505,Belliellapelovolcani
529704,Frateuriaterrea
529709,Pyrococcusyayanosii
529823,OA2007Cellvibrio
529884,Rhodolunalacicola
530564,Pirellulastaleyi
530584,Prauserellamarina
531814,Gracilibacillusureilyticus
531844,351910Flavobacteriaceae
533240,Cylindrospermopsisraciborskii
533247,Raphidiopsisbrookii
535712,CandidatusRhodoluna
535722,Nannizziagypsea
536019,Mesorhizobiumopportunistum
536227,Clostridiumcarboxidivorans
536979,Chitinophaganiabensis
537006,Parabacteroidesjohnsonii
537007,Blautiahansenii
537011,Prevotellacopri
537013,[Clostridium]methylpentosum
537021,CandidatusLiberibacter
537970,Helicobactercanadensis
538381,Stappiaindica
540747,Roseovariusindicus
540997,ORS3428Mesorhizobium
542762,Camelliasinensis
542832,Peronosporaeffusa
543302,LAA1Alicyclobacillus
543360,Pseudomonascuatrocienegasensis
543379,Trichomalopsissarcophagae
543526,Haloterrigenaturkmenica
543632,Actinoplanessubtropicus
543728,S110Variovorax
543877,Altererythrobactermarensis
543913,CBbeta
544580,Actinomycesoris
544644,Butyricimonassynergistica
544711,H88Histoplasma
544712,H143Histoplasma
544718,Arcobacterthereius
545123,Streptomycessilaceus
545243,Clostridiumarbusti
545264,AKL11Thioalkalivibrio
545276,ALJ24Thioalkalivibrio
545501,Oceanobacillusoncorhynchi
545534,Carnobacteriumjeotgali
545617,AR153
545619,Paraoerskoviamarina
545693,QMB1551
545694,ZAS2Treponema
545695,Treponemaazotonutricium
545696,Holdemaniafiliformis
545697,Clostridiumcelatum
546262,Neisseriacinerea
546263,Neisseriaelongata
546266,Neisseriamucosa
546267,ATCC43768
546269,Filifactoralocis
546271,Selenomonassputigena
546275,Fusobacteriumperiodonticum
546364,Amycolatopsisaustraliensis
546414,Deinococcusdeserti
546871,Friedmanniellaluteola
546874,Friedmanniellasagamiharensis
546991,Blumeriagraminis
547042,Bacteroidescoprophilus
547144,HOHydrogenobaculum
547162,Verrucosisporasediminis
547163,Mycobacteriumvulneris
547558,Methanohalophilusmahii
547559,Natrialbamagadii
548476,Corynebacteriumaurimucosum
548479,Mobiluncuscurtisii
549386,Microvirgaguangxiensis
549687,Bacillushorneckiae
549789,Phormidiumtenue
549819,TPA0874Streptomyces
550447,Edaphobacilluslindanitolerans
550540,Ferrimonasbalearica
550983,Niastellapopuli
551115,'Nostocazollae'
551275,Hirschiamaritima
551459,Chryseobacteriumpiscicola
551789,Ponticauliskoreensis
551987,Duganellasacchari
551990,Flavobacteriumglycines
551991,Arachidicoccusrhizosphaerae
551995,Mucilaginibactergossypiicola
551996,Mucilaginibactergossypii
552354,TPA0875Streptomyces
552398,D16Ruminococcaceae
552811,Dehalogenimonaslykanthroporepellens
553174,Prevotellamelaninogenica
553175,Porphyromonasendodontalis
553177,Capnocytophagasputigena
553178,Capnocytophagagingivalis
553207,Corynebacteriummatruchotii
553218,Campylobacterrectus
553219,RM3277Campylobacter
553239,Vibriobreoganii
553311,Virgibacillussalinus
553385,Cobetiacrustatorum
553466,Halogranumrubrum
553467,Halopelagiusinordinatus
553469,Halogeometricumrufum
553510,Streptomycesgilvosporeus
553611,Photobacteriumleiognathi
553973,[Clostridium]hylemonae
554055,Micractiniumconductrix
554065,Chlorellavariabilis
554083,Tersicoccusphoenicis
554155,Microsporumcanis
554343,Psychrobacterpiscatorii
554373,Moniliophthoraperniciosa
555079,Thermosediminibacteroceani
555088,Dethiobacteralkaliphilus
555500,Galbibactermarinus
555512,Salipigermarinus
555778,Halothiobacillusneapolitanus
555874,Haloplanusvescus
555875,Halogeometricumlimi
556267,Helicobacterwinghamensis
556325,Neomicrococcusaestuarii
556484,Phaeodactylumtricornutum
556533,Pseudomonasbenzenivorans
557436,Lactobacillusreuteri
557598,Laribacterhongkongensis
557723,Glaesserellaparasuis
558151,Chryseobacteriumangstadtii
558152,Chryseobacteriumpiperi
558155,Arenibacternanhaiticus
558169,Lentibacillusjeotgali
558173,Corynebacteriumdoosanense
558964,Aeromonasaquatica
559295,Lachanceathermotolerans
559297,Blastomycesdermatitidis
559298,Blastomycesgilchristii
559304,Millerozymafarinosa
559305,Trichophytonrubrum
559307,Zygosaccharomycesrouxii
559515,Hyaloperonosporaarabidopsidis
560555,Mycobacteriummantenii
560819,Tistliaconsotensis
561061,Sphingobacteriumpsychroaquaticum
561175,Actinomaduraflavalba
561176,Jiangellaalba
561177,Anaerococcushydrogenalis
561180,Bifidobacteriumgallicum
561184,Mameliellaalba
561229,Dickeyachrysanthemi
561230,Pectobacteriumcarotovorum
561365,Maribacterarcticus
561720,Dethiosulfovibriosalsuginis
561896,Mad698RPostia
562729,Rheinheimerananhaiensis
562743,Amphibacillusjilinensis
562970,Kyrpidiatusciae
562982,Gemellamorbillorum
563031,C561Prevotella
563040,Sulfurimonasautotrophica
563176,Siphonobacteraquaeclarae
563178,5ABuchnera
563192,Bilophilawadsworthia
563996,Sphingomonashankookensis
564064,Spirosomarigui
564117,Marinobacterantarcticus
564137,Roseicitreumantarcticum
564198,Mycolicibacteriumbacteremicum
564608,Micromonaspusilla
565033,Geoglobusacetivorans
565034,Brachyspirahyodysenteriae
565045,Luminiphilussyltensis
565575,Ureaplasmaurealyticum
566466,NOR53gamma
566551,Cedeceadavisae
568069,Cluniomarinus
568102,Henriciellalitoralis
568768,NCPPB569Dickeya
568816,Acidaminococcusintestini
568860,Nonomuraeawenchangensis
568872,Micromonosporarhizosphaerae
568899,Alteribacilluspersepolensis
569365,Cladophialophoraimmunda
569857,Staphylococcusmicroti
569882,Salinihabitansflavidus
570156,Pseudoalteromonaslipolytica
570268,Nocardiopsispotens
570277,Endozoicomonasmontiporae
570446,Sphingobiumfaniae
570519,Flagellimonasflava
570521,Aquimarinaspongiae
570947,Salimicrobiumflavidum
570952,Fodinicurvatasediminis
570967,Fodinicurvatafenggangensis
571298,Pseudoruegerialutimaris
571438,Desulfovibriolegallii
571913,Luteipulveratusmongoliensis
571915,Corynebacteriummustelae
571932,Thalassobacilluscyri
571933,Piscibacillushalophilus
572036,Pedobacterluteus
572265,CandidatusHamiltonella
572477,Allochromatiumvinosum
572478,Vulcanisaetadistributa
572479,Halanaerobiumpraevalens
572480,Arcobacternitrofigilis
572544,Ilyobacterpolytropus
572546,Archaeoglobusprofundus
572547,Aminobacteriumcolombiense
573024,Roseovariusnanhaiticus
573058,Peptoniphilusasaccharolyticus
573061,Clostridiumcellulovorans
573063,Methanocaldococcusinfernus
573064,Methanocaldococcusfervens
573065,Asticcacaulisexcentricus
573321,Chitinophagarupis
573370,RS1Desulfovibrio
573413,Sediminispirochaetasmaragdinae
573501,Leeuwenhoekiellapalythoae
573508,Aspergilluscristatus
573569,Francisellasalina
573570,Francisellauliginis
573658,CandidatusHodgkinia
573729,Thermothelomycesthermophilus
573983,Moraxellaporci
574087,Acetohalobiumarabaticum
574096,Pantoeaallii
574349,Aidingimonashalophila
574375,Bacillusgaemokensis
574376,Bacillusmanliponensis
574556,Anaplasmacentrale
574566,Coccomyxasubellipsoidea
574650,Micrococcusterreus
574651,Nocardioidesterrae
574934,AT1Bradyrhizobium
574966,Halomonaszhanjiangensis
575540,Isosphaerapallida
575590,Bacteroidetesoral
575593,Lachnospiraceaeoral
575594,Lactobacilluscoleohominis
575609,F0131Peptoniphilus
575614,F0039Prevotella
575788,Vibriotasmaniensis
576117,Celeribacterhalophilus
576118,Salinicoccusqingdaonensis
576131,Lentibacteralgarum
576137,Phialocephalasubalpina
576611,Polynucleobacterasymbioticus
577470,Demequinasalsinemoris
577650,Desulfobulbuspropionicus
578214,Halobacillushunanensis
578454,Candidaparapsilosis
578455,Thermothielavioidesterrestris
578458,Schizophyllumcommune
578459,Rhodotorulagraminis
578460,Nosemaceranae
578461,Nosemabombycis
578462,Allomycesmacrogynus
578942,Dokdonellaimmobilis
579105,Mesoniaphycicola
579137,Methanocaldococcusvulcanius
579138,pomaceaeZymomonas
579405,Dickeyaparadisiaca
579478,S2151Halomonas
579483,S4079Loktanella
579748,Vibriogalatheae
580166,Oceanibaculumpacificum
580327,Thermoanaerobacteriumthermosaccharolyticum
580332,Sideroxydanslithotrophicus
580340,Thermovirgalienii
582402,Hirschiabaltica
582419,Thermococcusparalvinellae
582475,Lysinibacillusxylanilyticus
582515,Rubidibacterlacunae
582667,Methylobacteriumpseudosasicola
582672,Methylobacteriumphyllostachyos
582675,Methylobacteriumgossipiicola
582680,Microbacteriumazadirachtae
582692,Paenibacilluspolysaccharolyticus
582702,Rhodanobacterglycinis
582744,Methylovorusglucosetrophus
582851,Oceanobacillussojae
582899,ATCC51888
583345,JLW8Methylotenera
583355,Coraliomargaritaakajimensis
583356,Ignisphaeraaggregans
583358,Thermoanaerobactermathranii
584708,Aminomonaspaucivorans
584787,Gallaecimonaspentaromativorans
585034,IAI1Escherichia
585056,UMN026Escherichia
585057,IAI39Escherichia
585394,Roseburiahominis
585423,KORDI49Synechococcus
585425,KORDI52Synechococcus
585501,Oribacteriumsinus
585506,Weissellaparamesenteroides
585529,Corynebacteriumgenitalium
585530,Brevibacteriummcbrellneri
585531,Aeromicrobiummarinum
586239,Gluconobacterroseus
586411,Jeotgalicoccushalophilus
586413,Oceanobacillusmanasiensis
586416,Terribacillusaidingensis
586833,Myripristismurdjan
587636,Phycicoccuscremeus
587753,Pseudomonaschlororaphis
587909,Yuhushielladeserti
588319,Palaeococcusferrophilus
588581,DSM2782
588602,Celeribacterneptunius
588898,Haloterrigenadaqingensis
588932,Brevundimonasnaejangsanensis
589382,Agromycesflavus
589385,Amycolatopsisxylanica
589865,Desulfurivibrioalkaliphilus
589873,Alteromonasaustralica
589924,Ferroglobusplacidus
590061,KM1Halomonas
590409,Dickeyazeae
590646,Yamadazymatenuis
590652,Mycobacteriumparaseoulense
590998,Cellulomonasfimi
591001,Acidaminococcusfermentans
591019,Staphylothermushellenicus
591023,Actinobacillusminor
591157,SPB78Streptomyces
591159,Streptomycesviridochromogenes
591167,Streptomycespratensis
591205,Paracoccusisoporae
591936,Piliocolobustephrosceles
592010,Abiotrophiadefectiva
592015,Acetomicrobiumhydrogeniformans
592026,Catonellamorbi
592028,Dialisterinvisus
592029,Nonlabensdokdonensis
592031,Eubacteriumsaphenum
592050,Acidovoraxsoli
592316,At9bPantoea
592361,Pseudomonaspeli
593117,Thermococcusgammatolerans
593133,Lutibactermaritimus
593750,Methanoregulaformicica
593907,Cellulomonasgilvus
594679,Allofrancisellaguangzhouensis
595434,Rhodopirellulaislandica
595460,SWK7Rhodopirellula
595494,Tolumonasauensis
595499,SMDSEMCandidatus
595528,Capsasporaowczarzaki
595536,Methylosinustrichosporium
595537,EPSVariovorax
595670,Acinetobacterkyonggiensis
596151,Desulfovibriofructosivorans
596152,U5LDesulfovibrio
596154,Alicycliphilusdenitrificans
596315,Peptostreptococcusstomatis
596324,Treponemavincentii
596327,603Porphyromonas
597362,Agaricusbisporus
597456,Habropodalaboriosa
598467,EniD312Brenneria
598659,Nautiliaprofundicola
599839,Fibroporiaradiculosa
600809,BPLANBlattabacterium
602072,Aspergilluscarbonarius
604088,Erythrobacternanhaisediminis
604089,Flavobacteriumsinopsychrotolerans
604330,Olsenellaumbonata
604331,Meiothermusrufus
604354,Thermococcussibiricus
608506,Caldicellulosiruptorobsidiansis
608534,F0262Oribacterium
608538,Hydrogenobacterthermophilus
610130,WM1[Clostridium]
610380,Harpegnathossaltator
613199,W8Prochlorococcus
616990,Lactobacilluspaucivorans
616991,Arenibacteralgicola
617001,Desulfonatronumthioautotrophicum
617002,Desulfonatronumthiosulfatophilum
619300,Spathasporapassalidarum
619304,Neptunomonasantarctica
619693,F0295Prevotella
619805,Soonwooabuanensis
620914,Aquimarinaagarilytica
621456,Sphingomonasmelonis
622637,ATCC49242
623280,Parapedobacterluteus
623281,Parapedobactercomposti
623744,Danionellatranslucida
624147,Paenibacillustianmuensis
626369,Granulicatellaelegans
626418,Burkholderiaglumae
626522,Alloprevotellatannerae
626523,Shuttleworthiasatelles
626887,Marinobacternanhaiticus
626937,Christensenellaminuta
626940,Phascolarctobacteriumsuccinatutens
627192,SYK6Sphingobium
629680,Brevibacteriumsandarakinum
629741,Kingellaoralis
629773,Mn802workerSphingomonas
630390,Pucciniatriticina
630515,Microlunatussoli
630626,Shimwelliablattae
630921,Bradyrhizobiumembrapense
631362,970Thiorhodovibrio
631454,Lutibaculumbaratangense
632292,Caldicellulosiruptorhydrothermalis
632335,Caldicellulosiruptorkristjanssonii
632518,Caldicellulosiruptorowensensis
632772,Rhodococcusopacus
632773,Bacillusbeveridgei
632955,Acinetobacterrudis
633131,R2A62Thalassobium
633147,Olsenellauli
633148,Thermosphaeraaggregans
633149,Brevundimonassubvibrioides
633194,Roseivivaxlentus
633440,Nonomuraeajiangxiensis
633697,[Eubacterium]cellulosolvens
633807,Vagococcuspenaei
633813,Rhodothermusprofundi
634113,CandidatusArsenophonus
634177,Komagataeibactermedellinensis
634430,Sphingomonasrubra
634436,Marisediminitaleaaggregata
634452,Acetobacterpasteurianus
634497,Haloarculahispanica
634498,Methanobrevibacterruminantium
634500,Erwiniabillingiae
634504,Bartonellagrahamii
634771,Chitinophagaeiseniae
634994,Leptotrichiahofstadii
635013,Thermincolapotens
637679,Kordiimonaslacus
637905,Shewanellaviolacea
637910,Citrobacterrodentium
637971,Lactobacilluskoreensis
638301,Granulicatellaadiacens
638302,Selenomonasflueggei
638303,Thermocrinisalbus
639004,Ruegeriamarina
639030,KBS146Acidobacteria
639282,Deferribacterdesulfuricans
639283,Starkeyanovella
640081,Azospiraoryzae
640132,Segniliparusrotundus
640205,Pseudomonasseleniipraecipitans
640511,CCGE1002Paraburkholderia
640512,CCGE1003Burkholderia
640513,Enterobacterasburiae
640635,Microbacteriumhumi
640938,Trichococcusilyis
640948,Lentibacilluspersicus
641025,Lentzeajiangxiensis
641107,DLVIIIClostridium
641147,Simonsiellamuelleri
641149,F0314Neisseria
641238,Roseivivaxroseus
641491,ND132Desulfovibrio
641524,Cyclobacteriumqasimii
641526,Winogradskyellapsychrotolerans
641549,Lacinutrixhimadriensis
641665,Colwelliachukchiensis
641691,Priciaantarctica
642227,Tatumellamorbirosei
642492,Cellulosilyticumlentocellum
642780,Marmoricolascoriae
643473,Fortieacontorta
643562,Pseudodesulfovibrioaespoeensis
643648,Syntrophothermuslipocalidus
643674,Paenalcaligeneshominis
643867,Marivirgatractuosa
644107,Ruegerialacuscaerulensis
644223,Komagataellaphaffii
644281,FS40622Methanocaldococcus
644282,Desulfarculusbaarsii
644283,Micromonosporaaurantiaca
644284,Arcanobacteriumhaemolyticum
644295,Methanohalobiumevestigatum
644352,Gaeumannomycestritici
644358,Magnaporthiopsispoae
644548,Gordonianeofelifaecis
644801,Pseudomonasstutzeri
644966,Thermaerobactermarianensis
645127,Corynebacteriumkroppenstedtii
645133,Colletotrichumgraminicola
645134,Spizellomycespunctatus
645274,BP1148Prevotella
645465,e14Streptomyces
645517,Altererythrobacternamhicola
645990,Hymenobacterroseosalivarius
645991,Syntrophobotulusglycolicus
646526,Enterocytozoonhepatopenaei
646529,Desulfosporosinusacidiphilus
647113,Methanothermococcusokinawensis
647171,Methanotorrisformicicus
648757,Rhodomicrobiumvannielii
648782,Haloactinobacteriumalbum
648794,Aeromonasrivuli
648885,MB200Methylobacterium
648996,Thermovibrioammonificans
649333,Bizioniaechini
649349,Leadbetterellabyssophila
649638,Trueperaradiovictrix
649639,Bacilluscellulosilyticus
649747,Aneurinibacillusaneurinilyticus
649756,Anaerostipeshadrus
649760,Prevotellaoris
649761,Prevotellaveroralis
649764,Slackiaexigua
649831,N902109Actinoplanes
650093,Paenisporosarcinaindica
650164,Phanerochaetecarnosa
650850,Halomonasdaqiaonensis
650891,Marinobacterdaqiaonensis
651182,Desulfobaculatoluolica
651561,Chryseobacteriumarthrosphaerae
651661,Dyadobacterpsychrophilus
651662,Hymenobacterpsychrophilus
651740,Pseudomonascedrina
652017,AN1Nesterenkonia
652103,DX1Rhodopseudomonas
652787,Mucilaginibactermallensis
653386,F0330Actinomyces
653667,Schizosaccharomycescryophilus
653733,Desulfurispirillumindicum
653930,Pseudomonasbauzanensis
655015,Methylocystisbryophila
655186,clusteruncultured
655353,Cohaesibactermarisflavi
655355,Sunxiuqiniaelliptica
655384,Buchneraaphidicola
655815,Zunongwangiaprofunda
655819,ARSEF2860Beauveria
655827,Metarhiziumacridum
655863,Grosmanniaclavigera
656024,Frankiasymbiont
656061,Tubermelanosporum
656178,Pandoraeavervacti
656179,Pandoraeafaecigallinarum
656366,Arthrobacteralpinus
656519,Halanaerobiumhydrogeniformans
656914,Desulfonisporathiosulfatigenes
656916,Aspergillusarachidicola
657014,Litorimicrobiumtaeanense
657314,Blautiaobeum
657321,Ruminococcusbromii
657323,SR15Ruminococcus
657324,164Butyrivibrio
657387,YCWA18Kushneria
658057,Pacificibactermarinus
658086,3157FAACT1Lachnospiraceae
658167,Candidimonasbauzanensis
658172,CandidatusLiberibacter
658187,Legionelladrancourtii
658196,Glomuscerebriforme
658218,Microbulbifermarinus
658219,Microbulbiferyueqingensis
658429,Pseudogymnoascusdestructans
658445,Photobacteriumgaetbulicola
658457,Pseudomonascomposti
658630,CMR5cPseudomonas
658655,1456FAALachnospiraceae
658656,6137FAALachnospiraceae
658659,3153Erysipelotrichaceae
658665,D27Dorea
658858,P15Giardia
659014,Dyadobactersoli
659018,Stenotrophomonasdaejeonensis
659495,YM01Catenovulum
660025,Fo5176Fusarium
660122,[Nectria]haematococca
660470,Mesotogaprima
660517,Halobellusclavatus
660518,Halorientalisregularis
660521,Halogranumgelatinilyticum
660596,Pantoeastewartii
661087,F0356Olsenella
661089,Carboxydothermusislandicus
661367,Legionellalongbeachae
661399,Streptomycescaeruleatus
661478,Fimbriimonasginsengisoli
662367,Spirosomaendophyticum
662479,Haloferaxmucosum
662755,Corynebacteriumresistens
663278,Ethanoligenensharbinense
663321,CandidatusRegiella
663331,Trichophytonbenhamiae
663610,Methylocapsaaurea
663704,G161Leucobacter
665004,Thermobifidacellulosilytica
665007,Streptomycesincarnatus
665029,Erwiniaamylovora
665079,Sclerotiniasclerotiorum
665118,Devosiaenhydra
665126,Prosthecomicrobiumhirschii
665467,Bauldialitoralis
665577,Streptomycesviridosporus
665912,Bipolarissorokiniana
665949,6158FAACT1Tannerella
666509,Planktomarinatemperata
666510,Acidilobussaccharovorans
666681,301Methylotenera
666685,Rhodanobacterdenitrificans
666686,1NLA3EBacillus
667014,Thermodesulfatatorindicus
667015,Bacteroidessalanitronis
667127,rhinoscleromatisKlebsiella
667128,Pasteurelladagmatis
667129,Serratiaodorifera
667135,AplasmaThermoplasmatales
667137,EplasmaThermoplasmatales
667138,IplasmaThermoplasmatales
667676,Paraburkholderiadiazotrophica
667725,Sphaeroformaarctica
669041,Tenacibaculumdicentrarchi
669502,CandidatusProfftella
669874,Pachysolentannophilus
670052,Cryobacteriumarcticum
670154,Litoreibacterjanthinus
670155,Litoreibacteralbidus
670307,1NES1Hyphomicrobium
670386,Heterosteliumalbum
670482,Fontibacilluspanacisegetis
670483,Gloeophyllumtrabeum
670487,Oceanithermusprofundus
670580,MAD698RSB12Postia
671065,Metallosphaerayellowstonensis
671072,Planktothrixtepida
671143,CandidatusMethylomirabilis
671144,Wallemiamellicola
671223,sp.oral
671987,Exserohilumturcica
673521,Blastococcusendophyticus
673548,Comamonasterrae
673860,MAR08339Aciduliprofundum
673862,CandidatusBabela
674036,Methylobactermarinus
674703,Z2YC6860Rhodoplanes
675120,Dothistromaseptosporum
675511,Methylomicrobiumburyatense
675524,Methylocaldumszegediense
675635,Pseudonocardiadioxanivorans
675813,Vibriometschnikovii
675816,Vibrioorientalis
675824,Lipomycesstarkeyi
675864,Auraticoccusmonumenti
676032,novicidaFrancisella
676199,Demequinaoxidasica
676200,Demequinaaurantiaca
676202,Demequinaglobuliformis
676599,Stenotrophomonaspanacihumi
679190,Prevotellabuccalis
679192,Bulleidiaextructa
679197,Segniliparusrugosus
679199,Alloprevotellarava
679200,Johnsonellaignava
679201,Selenomonasinfelix
679259,Gilvimarinusagarilyticus
679318,WMMA185Rhodococcus
679897,Helicobactermustelae
679901,Methanosalsumzhilinae
679926,Methanolaciniapetrolearia
679935,Alistipesfinegoldii
679936,Sulfobacillusacidophilus
679937,Bacteroidescoprosuis
680026,Photobacteriumswingsii
680127,Chryseobacteriumculicis
680198,Streptomycesscabiei
680279,Agarivoransgilvus
680496,J551Diaphorobacter
680646,Rothiamucilaginosa
681398,Paludibacterjiangxiensis
681645,Corynebacteriumpseudotuberculosis
681847,DG1229Labrenzia
682633,ca181Mesorhizobium
682795,Granulicellamallensis
683083,414Campylobacter
683124,Flavobacteriumhaoranii
683125,Sphingobacteriumwenxiniae
683150,Arthrobacternitrophenolicus
683228,Micromonosporayangpuensis
683260,Nonomuraeamaritima
683315,DC12Frankia
683316,EI5cFrankia
683837,Listeriaseeligeri
683840,Microbotryumlychnidis-dioicae
683960,Wickerhamomycesanomalus
